no2,pm2.5,o3,pm10,leto_od,mesec_od,dan_od,ura_od,min_od,leto_do,mesec_do,dan_do,ura_do,min_do
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
10.42149362879438,30.0,69.0,38.0,2023.0,2.0,16.0,10.0,0.0,2023.0,2.0,16.0,11.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
11.230731292144057,42.0,72.0,47.0,2023.0,2.0,16.0,11.0,0.0,2023.0,2.0,16.0,12.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
9.35021180990801,56.0,83.0,61.0,2023.0,2.0,16.0,12.0,0.0,2023.0,2.0,16.0,13.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
2.7268965615579077,60.0,99.0,64.0,2023.0,2.0,16.0,13.0,0.0,2023.0,2.0,16.0,14.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
0.25037578877769917,62.0,106.0,66.0,2023.0,2.0,16.0,14.0,0.0,2023.0,2.0,16.0,15.0,0.0
